INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
RED OAK RIDGE	OK-ECU-170204	Not Reported	21-Mar-17	Not Reported		Not Reported	149	Not Reported	Not Reported	34.928	-95.055	Not Reported
WOOLBIRGHT	OK-ECU-000170201	Not Reported	21-Mar-17	Not Reported		Not Reported	128	Not Reported	Not Reported	34.955	-94.676	Not Reported
BLUE WATER TOWER	OK-OKS-170028	Not Reported	21-Mar-17	Not Reported		Not Reported	769	Not Reported	Not Reported	35.241	-96.103	Not Reported
WOOD	OK-OSA-017043	Human	21-Mar-17	21-Mar-17		Oklahoma	762	100.0	25-Mar-17	36.625	-96.284	Osage
ANGUSTIA	MS-MNF-020021	Not Reported	22-Mar-17	Not Reported		Not Reported	318	Not Reported	Not Reported	30.628	-88.854	Not Reported
BOLEN	AR-ARS-0218D8	Not Reported	18-Mar-17	Not Reported		Not Reported	341	Not Reported	Not Reported	35.879	-92.775	Not Reported
JOE LEWIS	AR-ARS-0225D8	Not Reported	19-Mar-17	Not Reported		Not Reported	582	Not Reported	Not Reported	36.475	-92.310	Not Reported
HUMBOLDT CREEK	KS-GEX-000354	Not Reported	18-Mar-17	Not Reported		Not Reported	500	Not Reported	Not Reported	38.994	-96.677	Not Reported
MIDDLE RIDGE	OK-NEU-170211	Not Reported	21-Mar-17	Not Reported		Not Reported	1200	Not Reported	Not Reported	35.587	-94.654	Not Reported
POLECAT CREEK	OK-NEU-170208	Not Reported	21-Mar-17	Not Reported		Not Reported	450	Not Reported	Not Reported	35.547	-94.585	Not Reported
GETTIN DOWN MOUNTAIN	OK-NEU-170212	Not Reported	21-Mar-17	Not Reported		Not Reported	250	Not Reported	Not Reported	35.759	-94.750	Not Reported
YOUTH CAMP	OK-NEU-170210	Not Reported	21-Mar-17	Not Reported		Not Reported	150	Not Reported	Not Reported	35.625	-95.140	Not Reported
HOPPICK	OK-OKS-000654	Not Reported	21-Mar-17	Not Reported		Not Reported	544	Not Reported	Not Reported	36.688	-95.983	Not Reported
BAFFIM	TX-TXS-005007	Not Reported	22-Mar-17	Not Reported		Not Reported	500	Not Reported	Not Reported	27.153	-97.766	Not Reported
GUN RANGE	OK-OKS-000655	Not Reported	22-Mar-17	Not Reported		Not Reported	1509	Not Reported	Not Reported	35.636	-96.068	Not Reported
LOOP ROAD	OK-NEU-170217	Not Reported	22-Mar-17	Not Reported		Not Reported	560	Not Reported	Not Reported	36.038	-94.768	Not Reported
LOWRY	OK-ECU-170207	Not Reported	22-Mar-17	Not Reported		Not Reported	114	Not Reported	Not Reported	35.172	-95.378	Not Reported
LITTLE FOURCHE	OK-ECU-170209	Not Reported	22-Mar-17	Not Reported		Not Reported	1340	Not Reported	Not Reported	34.980	-95.166	Not Reported
JOSPEH SPRINGS RD	AL-ALS-2017032020	Not Reported	22-Mar-17	Not Reported		Not Reported	174	Not Reported	Not Reported	33.714	-85.664	Not Reported
WATTS	OK-ECU-170210	Not Reported	22-Mar-17	Not Reported		Not Reported	400	Not Reported	Not Reported	34.765	-95.553	Not Reported
PEACH CREEK	OK-ECU-170211	Not Reported	22-Mar-17	Not Reported		Not Reported	245	Not Reported	Not Reported	34.975	-94.958	Not Reported
KELLY TRAIL	AL-ALS-201703221	Not Reported	22-Mar-17	Not Reported		Not Reported	147	Not Reported	Not Reported	30.994	-88.167	Not Reported
LOST	OK-ECU-170213	Not Reported	22-Mar-17	Not Reported		Not Reported	1267	Not Reported	Not Reported	34.706	-95.743	Not Reported
SCHOOL BUS	AL-ALS-201703202	Not Reported	22-Mar-17	Not Reported		Not Reported	267	Not Reported	Not Reported	32.325	-85.429	Not Reported
4020	TX-TXS-004020	Not Reported	22-Mar-17	Not Reported		Not Reported	300	Not Reported	Not Reported	30.619	-96.024	Not Reported
TAYLOR	KY-DBF-170063	Not Reported	22-Mar-17	Not Reported		Not Reported	300	Not Reported	Not Reported	36.701	-84.371	Not Reported
HICKORY NUUT	OK-OKS-170813	Not Reported	22-Mar-17	Not Reported		Not Reported	611	Not Reported	Not Reported	35.331	-94.929	Not Reported
JN BREWER RD	MS-MSS-004326	Not Reported	23-Mar-17	Not Reported		Not Reported	201	Not Reported	Not Reported	31.449	-88.774	Not Reported
CR 8	MS-MSS-004321	Not Reported	24-Mar-17	Not Reported		Not Reported	121	Not Reported	Not Reported	31.865	-89.133	Not Reported
CRAWFORD OK	AR-ARS-0180D6	Not Reported	21-Mar-17	Not Reported		Not Reported	193	Not Reported	Not Reported	35.532	-94.447	Not Reported
VEREEN BELL	GA-GAS-020717	Not Reported	22-Mar-17	Not Reported		Not Reported	161	Not Reported	Not Reported	30.883	-84.255	Not Reported
GARFIELD ROAD	FL-FLS-070202	Human	22-Mar-17	22-Mar-17		Florida	696	95.0	24-Mar-17	30.428	-82.023	Nassau
BRIARHILL CO RD 1118	AL-ALS-2017032228	Not Reported	23-Mar-17	Not Reported		Not Reported	120	Not Reported	Not Reported	31.922	-86.103	Not Reported
TAYLOR	KY-DBF-170063	Not Reported	23-Mar-17	Not Reported		Not Reported	360	Not Reported	Not Reported	36.701	-84.371	Not Reported
GETTIN DOWN MOUNTAIN 2	OK-NEU-170222	Not Reported	23-Mar-17	Not Reported		Not Reported	140	Not Reported	Not Reported	35.766	-94.737	Not Reported
ANGEL 2	OK-ECU-170219	Not Reported	23-Mar-17	Not Reported		Not Reported	125	Not Reported	Not Reported	34.686	-95.265	Not Reported
JACKSON RANCH	OK-OKS-000667	Undetermined	23-Mar-17	23-Mar-17		Oklahoma	2500	100.0	26-Mar-17	35.826	-96.220	Creek
GREEN RANCH	TX-TXS-001019	Not Reported	23-Mar-17	Not Reported		Not Reported	500	Not Reported	Not Reported	35.359	-102.350	Not Reported
RANKIN RANCH ROAD	TX-TXS-001018	Not Reported	23-Mar-17	Not Reported		Not Reported	40000	Not Reported	Not Reported	35.823	-100.782	Not Reported
GAINESCREEK BOROUGH RD	MS-MSS-004381	Not Reported	24-Mar-17	Not Reported		Not Reported	135	Not Reported	Not Reported	31.354	-88.884	Not Reported
7 J RANCH	OK-WEA-017042	Not Reported	23-Mar-17	Not Reported		Not Reported	479	Not Reported	Not Reported	35.181	-96.698	Not Reported
MCDANIEL	AR-ARS-0231D8	Not Reported	20-Mar-17	Not Reported		Not Reported	307	Not Reported	Not Reported	35.887	-92.774	Not Reported
BAKER ROAD	AR-ARS-0228D8	Not Reported	20-Mar-17	Not Reported		Not Reported	223	Not Reported	Not Reported	35.982	-92.807	Not Reported
