INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
JUNKINS	CO-CUX-002046	Not Reported	26-Oct-16	Not Reported	1	Not Reported	17741	Not Reported	Not Reported	38.116	-105.242	Not Reported
FREEMAN	CO-WRF-000674	Human	26-Oct-16	15-Oct-16		Colorado	360	100.0	31-Oct-16	39.368	-106.770	Eagle
DICK'S CREEK	NC-NCF-160242	Not Reported	23-Oct-16	Not Reported		Not Reported	343	Not Reported	Not Reported	35.399	-83.260	Not Reported
HIGH TRAC	FL-EAQ-000005	Not Reported	20-Oct-16	Not Reported		Not Reported	300	Not Reported	Not Reported	30.464	-86.788	Not Reported
RATTLESNAKE HOLLOW	TN-CNF-000247	Human	26-Oct-16	23-Oct-16		Tennessee	195	100.0	31-Oct-16	35.131	-84.591	Polk
JOHNNY MARSH	FL-FLS-160442	Not Reported	23-Oct-16	Not Reported		Not Reported	900	Not Reported	Not Reported	27.693	-80.699	Not Reported
POWER HORN	AL-ALF-160622	Not Reported	25-Oct-16	Not Reported		Not Reported	570	Not Reported	Not Reported	33.266	-86.097	Not Reported
BLUE SPRINGS	AL-ALS-2016102312	Not Reported	26-Oct-16	Not Reported		Not Reported	391	Not Reported	Not Reported	33.052	-86.488	Not Reported
MARTHA'S	AL-LRP-201701	Not Reported	23-Oct-16	Not Reported		Not Reported	320	Not Reported	Not Reported	34.389	-85.619	Not Reported
BLKMA	AL-ALS-2016102243	Not Reported	22-Oct-16	Not Reported		Not Reported	291	Not Reported	Not Reported	33.623	-86.104	Not Reported
