INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
ROCK MOUNTAIN	GA-CHF-160079	Human	21-Nov-16	09-Nov-16	1	Georgia	12779	30.0	15-Dec-16	34.942	-83.549	Rabun
PINNACLE MOUNTAIN	SC-SCS-N110916-2	Not Reported	21-Nov-16	Not Reported		Not Reported	5439	Not Reported	Not Reported	35.027	-82.743	Not Reported
PARTY ROCK	NC-NCS-160031	Undetermined	21-Nov-16	05-Nov-16	2	North Carolina	7171	54.0	01-Dec-16	35.446	-82.212	Rutherford
TATUM GULF	GA-GAS-100917	Undetermined	21-Nov-16	11-Nov-16		Georgia	2336	80.0	30-Nov-16	34.722	-85.494	Dade
TELLICO	NC-NCF-160280	Human	21-Nov-16	03-Nov-16	1	North Carolina	13874	91.0	20-Nov-16	35.274	-83.560	Macon
BOTELER	NC-NCF-160247	Undetermined	21-Nov-16	25-Oct-16	1	North Carolina	9043	77.0	15-Dec-16	35.068	-83.655	Clay
DICK'S CREEK	NC-NCF-160242	Human	21-Nov-16	23-Oct-16	1	North Carolina	729	99.0	14-Nov-16	35.399	-83.260	Jackson
MUSKRAT	NC-NCS-160336	Undetermined	21-Nov-16	11-Nov-16	1	North Carolina	104	99.0	21-Nov-16	35.136	-83.511	Macon
CATHY GAP	NC-NCF-160354	Undetermined	21-Nov-16	17-Nov-16	1	North Carolina	123	90.0	25-Nov-16	35.260	-82.951	Jackson
CHESTNUT KNOB	NC-NCS-160043	Undetermined	21-Nov-16	06-Nov-16	2	North Carolina	6433	65.0	26-Nov-16	35.608	-81.636	Burke
MAPLE SPRINGS	NC-NCF-160295	Human	21-Nov-16	05-Nov-16	2	North Carolina	7788	69.0	05-Dec-16	35.398	-83.908	Graham
ROUGH RIDGE	GA-CHF-160052	Natural	21-Nov-16	16-Oct-16	2	Georgia	27870	66.0	30-Nov-16	34.897	-84.564	Fannin
