INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
LOST FORK	KY-DBF-016191	Human	21-Nov-16	21-Nov-16		Kentucky	175	50.0	03-Dec-16	37.100	-83.637	Clay
BIG POPLAR	TN-CNF-000336	Not Reported	22-Nov-16	Not Reported		Not Reported	157	Not Reported	Not Reported	35.128	-84.370	Not Reported
SUNNY RD	KY-KYS-16-3083	Not Reported	22-Nov-16	Not Reported		Not Reported	154	Not Reported	Not Reported	37.593	-82.849	Not Reported
WALLSEND	KY-KYS-16-3080	Not Reported	22-Nov-16	Not Reported		Not Reported	150	Not Reported	Not Reported	36.771	-83.706	Not Reported
HURRICANE CREEK	KY-KYS-16-3072	Not Reported	22-Nov-16	Not Reported		Not Reported	145	Not Reported	Not Reported	37.499	-82.112	Not Reported
2 MILE	NC-NCS-160056	Human	22-Nov-16	20-Nov-16		North Carolina	140	70.0	24-Nov-16	36.342	-81.503	Ashe
ELLIS ROAD	GA-GAS-040217	Undetermined	21-Nov-16	21-Nov-16		Georgia	120	100.0	23-Nov-16	33.269	-84.405	Spalding
FISH TRAP	KY-KYS-16-3076	Not Reported	22-Nov-16	Not Reported		Not Reported	356	Not Reported	Not Reported	37.461	-82.575	Not Reported
CLARK RD	KY-KYS-16-3078	Not Reported	22-Nov-16	Not Reported		Not Reported	300	Not Reported	Not Reported	37.502	-82.688	Not Reported
DEFEATED CREEK	KY-KYS-16-3079	Not Reported	22-Nov-16	Not Reported		Not Reported	200	Not Reported	Not Reported	37.033	-83.025	Not Reported
EARL GRUBB HOLLOW	KY-KYS-16-3077	Not Reported	22-Nov-16	Not Reported		Not Reported	110	Not Reported	Not Reported	37.199	-83.813	Not Reported
LIND PERMIT	MN-MNS-121-0081	Not Reported	22-Nov-16	Not Reported		Not Reported	320	Not Reported	Not Reported	48.566	-96.335	Not Reported
MILLWOOD	PA-PAS-04162004	Not Reported	22-Nov-16	Not Reported		Not Reported	173	Not Reported	Not Reported	40.343	-79.256	Not Reported
